source,target,relationship,properties
Stuhlmannia moavi,1904,TREATMENT_FOR,{}
Stuhlmannia moavi,2056,TREATMENT_FOR,{}
Stuhlmannia moavi,2317,TREATMENT_FOR,{}
Stuhlmannia moavi,2475,TREATMENT_FOR,{}
Stuhlmannia moavi,2479,TREATMENT_FOR,{}
Stuhlmannia moavi,18571,TREATMENT_FOR,{}
Stuhlmannia moavi,3263,TREATMENT_FOR,{}
Stuhlmannia moavi,4302,TREATMENT_FOR,{}
Stuhlmannia moavi,4306,TREATMENT_FOR,{}
Stuhlmannia moavi,4827,TREATMENT_FOR,{}
Stuhlmannia moavi,4872,TREATMENT_FOR,{}
Stuhlmannia moavi,5318,TREATMENT_FOR,{}
Stuhlmannia moavi,5361,TREATMENT_FOR,{}
Stuhlmannia moavi,5456,TREATMENT_FOR,{}
Stuhlmannia moavi,5630,TREATMENT_FOR,{}
Stuhlmannia moavi,5755;17439,TREATMENT_FOR,{}
Stuhlmannia moavi,5901;5902,TREATMENT_FOR,{}
Stuhlmannia moavi,6406,TREATMENT_FOR,{}
Stuhlmannia moavi,6801,TREATMENT_FOR,{}
Stuhlmannia moavi,7064;19001,TREATMENT_FOR,{}
Stuhlmannia moavi,7393;7394,TREATMENT_FOR,{}
Stuhlmannia moavi,13863,TREATMENT_FOR,{}
Stuhlmannia moavi,7843,TREATMENT_FOR,{}
Stylotrichium rotundifolium,1380,TREATMENT_FOR,{}
Stylotrichium rotundifolium,1412,TREATMENT_FOR,{}
Stylotrichium rotundifolium,1870,TREATMENT_FOR,{}
Stylotrichium rotundifolium,2056,TREATMENT_FOR,{}
Stylotrichium rotundifolium,2317,TREATMENT_FOR,{}
Stylotrichium rotundifolium,2475,TREATMENT_FOR,{}
Stylotrichium rotundifolium,4872,TREATMENT_FOR,{}
Stylotrichium rotundifolium,5318,TREATMENT_FOR,{}
Stylotrichium rotundifolium,5361,TREATMENT_FOR,{}
Stylotrichium rotundifolium,5644,TREATMENT_FOR,{}
Stylotrichium rotundifolium,6406,TREATMENT_FOR,{}
Stylotrichium rotundifolium,7393;7394,TREATMENT_FOR,{}
Stypandra imbricata,1412,TREATMENT_FOR,{}
Stypandra imbricata,1870,TREATMENT_FOR,{}
Stypandra imbricata,2317,TREATMENT_FOR,{}
Stypandra imbricata,5361,TREATMENT_FOR,{}
Stypandra imbricata,7393;7394,TREATMENT_FOR,{}
Styphnolobium japonicum,2154,TREATMENT_FOR,{}
Styphnolobium japonicum,3870,TREATMENT_FOR,{}
Styphnolobium japonicum,4822,TREATMENT_FOR,{}
Styrax agrestis,16089,TREATMENT_FOR,{}
Styrax agrestis,1372,TREATMENT_FOR,{}
Styrax agrestis,1380,TREATMENT_FOR,{}
Styrax agrestis,1412,TREATMENT_FOR,{}
Styrax agrestis,1870,TREATMENT_FOR,{}
Styrax agrestis,1904,TREATMENT_FOR,{}
Styrax agrestis,2056,TREATMENT_FOR,{}
Styrax agrestis,2267,TREATMENT_FOR,{}
Styrax agrestis,2353,TREATMENT_FOR,{}
Styrax agrestis,2405;14032,TREATMENT_FOR,{}
Styrax agrestis,2475,TREATMENT_FOR,{}
Styrax agrestis,18571,TREATMENT_FOR,{}
Styrax agrestis,4302,TREATMENT_FOR,{}
Styrax agrestis,4827,TREATMENT_FOR,{}
Styrax agrestis,4872,TREATMENT_FOR,{}
Styrax agrestis,5318,TREATMENT_FOR,{}
Styrax agrestis,5361,TREATMENT_FOR,{}
Styrax agrestis,5456,TREATMENT_FOR,{}
Styrax agrestis,5787,TREATMENT_FOR,{}
Styrax agrestis,6406,TREATMENT_FOR,{}
Styrax agrestis,6968,TREATMENT_FOR,{}
Styrax agrestis,1584,TREATMENT_FOR,{}
Styrax agrestis,7843,TREATMENT_FOR,{}
Styrax benzoin,16089,TREATMENT_FOR,{}
Styrax benzoin,1380,TREATMENT_FOR,{}
Styrax benzoin,1724,TREATMENT_FOR,{}
Styrax benzoin,1890;13651,TREATMENT_FOR,{}
Styrax benzoin,2056,TREATMENT_FOR,{}
Styrax benzoin,2198,TREATMENT_FOR,{}
Styrax benzoin,2317,TREATMENT_FOR,{}
Styrax benzoin,2405;14032,TREATMENT_FOR,{}
Styrax benzoin,2475,TREATMENT_FOR,{}
Styrax benzoin,3476,TREATMENT_FOR,{}
Styrax benzoin,8135,TREATMENT_FOR,{}
Styrax benzoin,4306,TREATMENT_FOR,{}
Styrax benzoin,4872,TREATMENT_FOR,{}
Styrax benzoin,5318,TREATMENT_FOR,{}
Styrax benzoin,5644,TREATMENT_FOR,{}
Styrax benzoin,6406,TREATMENT_FOR,{}
Styrax benzoin,15921,TREATMENT_FOR,{}
Styrax ferrugineus,16089,TREATMENT_FOR,{}
Styrax ferrugineus,1380,TREATMENT_FOR,{}
Styrax ferrugineus,1870,TREATMENT_FOR,{}
Styrax ferrugineus,1890;13651,TREATMENT_FOR,{}
Styrax ferrugineus,2056,TREATMENT_FOR,{}
Styrax ferrugineus,2317,TREATMENT_FOR,{}
Styrax ferrugineus,2475,TREATMENT_FOR,{}
Styrax ferrugineus,2479,TREATMENT_FOR,{}
Styrax ferrugineus,3476,TREATMENT_FOR,{}
Styrax ferrugineus,3773,TREATMENT_FOR,{}
Styrax ferrugineus,8135,TREATMENT_FOR,{}
Styrax ferrugineus,4827,TREATMENT_FOR,{}
Styrax ferrugineus,5318,TREATMENT_FOR,{}
Styrax ferrugineus,5361,TREATMENT_FOR,{}
Styrax ferrugineus,5755;17439,TREATMENT_FOR,{}
Styrax ferrugineus,6406,TREATMENT_FOR,{}
Styrax ferrugineus,15921,TREATMENT_FOR,{}
Styrax ferrugineus,6801,TREATMENT_FOR,{}
Styrax ferrugineus,7393;7394,TREATMENT_FOR,{}
Styrax formosanus,1412,TREATMENT_FOR,{}
Styrax formosanus,1870,TREATMENT_FOR,{}
Styrax formosanus,5361,TREATMENT_FOR,{}
Styrax formosanus,6406,TREATMENT_FOR,{}
Styrax formosanus,7393;7394,TREATMENT_FOR,{}
Styrax japonicus,1380,TREATMENT_FOR,{}
Styrax japonicus,1412,TREATMENT_FOR,{}
Styrax japonicus,1870,TREATMENT_FOR,{}
Styrax japonicus,2317,TREATMENT_FOR,{}
Styrax japonicus,2475,TREATMENT_FOR,{}
Styrax japonicus,5318,TREATMENT_FOR,{}
Styrax japonicus,5361,TREATMENT_FOR,{}
Styrax japonicus,6406,TREATMENT_FOR,{}
Styrax japonicus,7393;7394,TREATMENT_FOR,{}
Styrax officinalis,2198,TREATMENT_FOR,{}
Styrax perkinsiae,16089,TREATMENT_FOR,{}
Styrax perkinsiae,1179,TREATMENT_FOR,{}
Styrax perkinsiae,1380,TREATMENT_FOR,{}
Styrax perkinsiae,1471,TREATMENT_FOR,{}
Styrax perkinsiae,1870,TREATMENT_FOR,{}
Styrax perkinsiae,1890;13651,TREATMENT_FOR,{}
Styrax perkinsiae,2056,TREATMENT_FOR,{}
Styrax perkinsiae,2267,TREATMENT_FOR,{}
Styrax perkinsiae,2317,TREATMENT_FOR,{}
Styrax perkinsiae,2475,TREATMENT_FOR,{}
Styrax perkinsiae,3476,TREATMENT_FOR,{}
Styrax perkinsiae,8135,TREATMENT_FOR,{}
Styrax perkinsiae,4827,TREATMENT_FOR,{}
Styrax perkinsiae,5318,TREATMENT_FOR,{}
Styrax perkinsiae,5456,TREATMENT_FOR,{}
Styrax perkinsiae,5644,TREATMENT_FOR,{}
Styrax perkinsiae,5755;17439,TREATMENT_FOR,{}
Styrax perkinsiae,6406,TREATMENT_FOR,{}
Styrax perkinsiae,7393;7394,TREATMENT_FOR,{}
Styrax tonkinensis,16089,TREATMENT_FOR,{}
Styrax tonkinensis,1380,TREATMENT_FOR,{}
Styrax tonkinensis,1890;13651,TREATMENT_FOR,{}
Styrax tonkinensis,2056,TREATMENT_FOR,{}
Styrax tonkinensis,2317,TREATMENT_FOR,{}
Styrax tonkinensis,2405;14032,TREATMENT_FOR,{}
Styrax tonkinensis,2475,TREATMENT_FOR,{}
Styrax tonkinensis,3476,TREATMENT_FOR,{}
Styrax tonkinensis,8135,TREATMENT_FOR,{}
Styrax tonkinensis,4306,TREATMENT_FOR,{}
Styrax tonkinensis,4872,TREATMENT_FOR,{}
Styrax tonkinensis,5318,TREATMENT_FOR,{}
Styrax tonkinensis,5644,TREATMENT_FOR,{}
Styrax tonkinensis,6406,TREATMENT_FOR,{}
Styrax tonkinensis,15921,TREATMENT_FOR,{}
Suaeda maritima,16089,TREATMENT_FOR,{}
Suaeda maritima,1412,TREATMENT_FOR,{}
Suaeda maritima,1870,TREATMENT_FOR,{}
Suaeda maritima,2317,TREATMENT_FOR,{}
Suaeda maritima,2405;14032,TREATMENT_FOR,{}
Suaeda maritima,5699,TREATMENT_FOR,{}
Suaeda maritima,3476,TREATMENT_FOR,{}
Suaeda maritima,4872,TREATMENT_FOR,{}
Suaeda maritima,5361,TREATMENT_FOR,{}
Suaeda maritima,5644,TREATMENT_FOR,{}
Suaeda maritima,5755;17439,TREATMENT_FOR,{}
Suaeda maritima,7393;7394,TREATMENT_FOR,{}
Suaeda maritima,7770,TREATMENT_FOR,{}
Suaeda salsa,6406,TREATMENT_FOR,{}
Suregada lanceolata,4638,TREATMENT_FOR,{}
Suregada multiflora,3469,TREATMENT_FOR,{}
Suregada multiflora,4822,TREATMENT_FOR,{}
Suregada multiflora,6013,TREATMENT_FOR,{}
Sutherlandia frutescens,16089,TREATMENT_FOR,{}
Sutherlandia frutescens,1380,TREATMENT_FOR,{}
Sutherlandia frutescens,1412,TREATMENT_FOR,{}
Sutherlandia frutescens,1870,TREATMENT_FOR,{}
Sutherlandia frutescens,2056,TREATMENT_FOR,{}
Sutherlandia frutescens,2317,TREATMENT_FOR,{}
Sutherlandia frutescens,2405;14032,TREATMENT_FOR,{}
Sutherlandia frutescens,2475,TREATMENT_FOR,{}
Sutherlandia frutescens,3476,TREATMENT_FOR,{}
Sutherlandia frutescens,4872,TREATMENT_FOR,{}
Sutherlandia frutescens,5318,TREATMENT_FOR,{}
Sutherlandia frutescens,5361,TREATMENT_FOR,{}
Sutherlandia frutescens,5486;5488,TREATMENT_FOR,{}
Sutherlandia frutescens,5755;17439,TREATMENT_FOR,{}
Sutherlandia frutescens,6289,TREATMENT_FOR,{}
Sutherlandia frutescens,6406,TREATMENT_FOR,{}
Sutherlandia frutescens,7393;7394,TREATMENT_FOR,{}
Swartzia madagascariensis,16089,TREATMENT_FOR,{}
Swartzia madagascariensis,1380,TREATMENT_FOR,{}
Swartzia madagascariensis,1412,TREATMENT_FOR,{}
Swartzia madagascariensis,1870,TREATMENT_FOR,{}
Swartzia madagascariensis,1890;13651,TREATMENT_FOR,{}
Swartzia madagascariensis,2056,TREATMENT_FOR,{}
Swartzia madagascariensis,2317,TREATMENT_FOR,{}
Swartzia madagascariensis,2405;14032,TREATMENT_FOR,{}
Swartzia madagascariensis,2475,TREATMENT_FOR,{}
Swartzia madagascariensis,2479,TREATMENT_FOR,{}
Swartzia madagascariensis,3263,TREATMENT_FOR,{}
Swartzia madagascariensis,3476,TREATMENT_FOR,{}
Swartzia madagascariensis,4306,TREATMENT_FOR,{}
Swartzia madagascariensis,4827,TREATMENT_FOR,{}
Swartzia madagascariensis,4872,TREATMENT_FOR,{}
Swartzia madagascariensis,5755;17439,TREATMENT_FOR,{}
Swartzia madagascariensis,6406,TREATMENT_FOR,{}
Swartzia madagascariensis,15921,TREATMENT_FOR,{}
Swartzia madagascariensis,7393;7394,TREATMENT_FOR,{}
Swertia angustifolia,16089,TREATMENT_FOR,{}
Swertia angustifolia,1380,TREATMENT_FOR,{}
Swertia angustifolia,1870,TREATMENT_FOR,{}
Swertia angustifolia,2056,TREATMENT_FOR,{}
Swertia angustifolia,2198,TREATMENT_FOR,{}
Swertia angustifolia,2317,TREATMENT_FOR,{}
Swertia angustifolia,2475,TREATMENT_FOR,{}
Swertia angustifolia,3476,TREATMENT_FOR,{}
Swertia angustifolia,4302,TREATMENT_FOR,{}
Swertia angustifolia,8135,TREATMENT_FOR,{}
Swertia angustifolia,4306,TREATMENT_FOR,{}
Swertia angustifolia,5318,TREATMENT_FOR,{}
Swertia angustifolia,5644,TREATMENT_FOR,{}
Swertia angustifolia,6406,TREATMENT_FOR,{}
Swertia calycina,2475,TREATMENT_FOR,{}
Swertia chinensis,16089,TREATMENT_FOR,{}
Swertia chinensis,1179,TREATMENT_FOR,{}
Swertia chinensis,1412,TREATMENT_FOR,{}
Swertia chinensis,1904,TREATMENT_FOR,{}
Swertia chinensis,2267,TREATMENT_FOR,{}
Swertia chinensis,2317,TREATMENT_FOR,{}
Swertia chinensis,2405;14032,TREATMENT_FOR,{}
Swertia chinensis,2479,TREATMENT_FOR,{}
Swertia chinensis,3401,TREATMENT_FOR,{}
Swertia chinensis,3476,TREATMENT_FOR,{}
Swertia chinensis,4302,TREATMENT_FOR,{}
Swertia chinensis,4872,TREATMENT_FOR,{}
Swertia chinensis,13734,TREATMENT_FOR,{}
Swertia chinensis,5318,TREATMENT_FOR,{}
Swertia chinensis,5531,TREATMENT_FOR,{}
Swertia chinensis,5644,TREATMENT_FOR,{}
Swertia chinensis,5787,TREATMENT_FOR,{}
Swertia chinensis,5970,TREATMENT_FOR,{}
Swertia chinensis,6406,TREATMENT_FOR,{}
Swertia chirata,16089,TREATMENT_FOR,{}
Swertia chirata,1259;21450,TREATMENT_FOR,{}
Swertia chirata,1412,TREATMENT_FOR,{}
Swertia chirata,1537,TREATMENT_FOR,{}
Swertia chirata,1704,TREATMENT_FOR,{}
Swertia chirata,1724,TREATMENT_FOR,{}
Swertia chirata,2245,TREATMENT_FOR,{}
Swertia chirata,2475,TREATMENT_FOR,{}
Swertia chirata,3870,TREATMENT_FOR,{}
Swertia chirata,4751,TREATMENT_FOR,{}
Swertia chirata,4955,TREATMENT_FOR,{}
Swertia chirata,6968,TREATMENT_FOR,{}
Swertia chirayita,1372,TREATMENT_FOR,{}
Swertia chirayita,8119,TREATMENT_FOR,{}
Swertia chirayita,1412,TREATMENT_FOR,{}
Swertia chirayita,1724,TREATMENT_FOR,{}
Swertia chirayita,2475,TREATMENT_FOR,{}
Swertia chirayita,2637;2638,TREATMENT_FOR,{}
Swertia chirayita,4188,TREATMENT_FOR,{}
Swertia chirayita,4822,TREATMENT_FOR,{}
Swertia chirayita,4955,TREATMENT_FOR,{}
Swertia chirayita,5531,TREATMENT_FOR,{}
Swertia chirayita,6968,TREATMENT_FOR,{}
Swertia chirayita,7104,TREATMENT_FOR,{}
Swertia corymbosa,2056,TREATMENT_FOR,{}
Swertia corymbosa,4872,TREATMENT_FOR,{}
Swertia corymbosa,5644,TREATMENT_FOR,{}
Swertia corymbosa,6406,TREATMENT_FOR,{}
Swertia decora,1412,TREATMENT_FOR,{}
Swertia decora,1870,TREATMENT_FOR,{}
Swertia decora,2317,TREATMENT_FOR,{}
Swertia decora,5361,TREATMENT_FOR,{}
Swertia decora,7393;7394,TREATMENT_FOR,{}
Swertia decussata,16089,TREATMENT_FOR,{}
Swertia decussata,1372,TREATMENT_FOR,{}
Swertia decussata,8119,TREATMENT_FOR,{}
Swertia decussata,1380,TREATMENT_FOR,{}
Swertia decussata,1412,TREATMENT_FOR,{}
Swertia decussata,1870,TREATMENT_FOR,{}
Swertia decussata,1890;13651,TREATMENT_FOR,{}
Swertia decussata,1904,TREATMENT_FOR,{}
Swertia decussata,2056,TREATMENT_FOR,{}
Swertia decussata,2267,TREATMENT_FOR,{}
Swertia decussata,2317,TREATMENT_FOR,{}
Swertia decussata,2353,TREATMENT_FOR,{}
Swertia decussata,2405;14032,TREATMENT_FOR,{}
Swertia decussata,2475,TREATMENT_FOR,{}
Swertia decussata,3068,TREATMENT_FOR,{}
Swertia decussata,18571,TREATMENT_FOR,{}
Swertia decussata,3263,TREATMENT_FOR,{}
Swertia decussata,3476,TREATMENT_FOR,{}
Swertia decussata,4302,TREATMENT_FOR,{}
Swertia decussata,8135,TREATMENT_FOR,{}
Swertia decussata,4306,TREATMENT_FOR,{}
Swertia decussata,4827,TREATMENT_FOR,{}
Swertia decussata,4872,TREATMENT_FOR,{}
Swertia decussata,5318,TREATMENT_FOR,{}
Swertia decussata,5361,TREATMENT_FOR,{}
Swertia decussata,5456,TREATMENT_FOR,{}
Swertia decussata,5755;17439,TREATMENT_FOR,{}
Swertia decussata,5787,TREATMENT_FOR,{}
Swertia decussata,6289,TREATMENT_FOR,{}
Swertia decussata,6406,TREATMENT_FOR,{}
Swertia decussata,6801,TREATMENT_FOR,{}
Swertia decussata,6968,TREATMENT_FOR,{}
Swertia decussata,7393;7394,TREATMENT_FOR,{}
Swertia decussata,1584,TREATMENT_FOR,{}
Swertia decussata,7843,TREATMENT_FOR,{}
Swertia delavayi,16089,TREATMENT_FOR,{}
Swertia delavayi,1372,TREATMENT_FOR,{}
Swertia delavayi,8119,TREATMENT_FOR,{}
Swertia delavayi,1380,TREATMENT_FOR,{}
Swertia delavayi,1412,TREATMENT_FOR,{}
Swertia delavayi,1870,TREATMENT_FOR,{}
Swertia delavayi,1890;13651,TREATMENT_FOR,{}
Swertia delavayi,1904,TREATMENT_FOR,{}
Swertia delavayi,2056,TREATMENT_FOR,{}
Swertia delavayi,2267,TREATMENT_FOR,{}
Swertia delavayi,2317,TREATMENT_FOR,{}
Swertia delavayi,2353,TREATMENT_FOR,{}
Swertia delavayi,2405;14032,TREATMENT_FOR,{}
Swertia delavayi,2475,TREATMENT_FOR,{}
Swertia delavayi,3068,TREATMENT_FOR,{}
Swertia delavayi,3263,TREATMENT_FOR,{}
Swertia delavayi,3476,TREATMENT_FOR,{}
Swertia delavayi,8135,TREATMENT_FOR,{}
Swertia delavayi,4306,TREATMENT_FOR,{}
Swertia delavayi,4827,TREATMENT_FOR,{}
Swertia delavayi,4872,TREATMENT_FOR,{}
Swertia delavayi,5318,TREATMENT_FOR,{}
Swertia delavayi,5361,TREATMENT_FOR,{}
Swertia delavayi,5486;5488,TREATMENT_FOR,{}
Swertia delavayi,5755;17439,TREATMENT_FOR,{}
Swertia delavayi,6406,TREATMENT_FOR,{}
Swertia delavayi,6801,TREATMENT_FOR,{}
Swertia delavayi,7393;7394,TREATMENT_FOR,{}
Swertia franchetiana,16089,TREATMENT_FOR,{}
Swertia franchetiana,1372,TREATMENT_FOR,{}
Swertia franchetiana,8119,TREATMENT_FOR,{}
Swertia franchetiana,1380,TREATMENT_FOR,{}
Swertia franchetiana,1412,TREATMENT_FOR,{}
Swertia franchetiana,5360,TREATMENT_FOR,{}
Swertia franchetiana,1870,TREATMENT_FOR,{}
Swertia franchetiana,1890;13651,TREATMENT_FOR,{}
Swertia franchetiana,1904,TREATMENT_FOR,{}
Swertia franchetiana,2011,TREATMENT_FOR,{}
Swertia franchetiana,2055;14484,TREATMENT_FOR,{}
Swertia franchetiana,2056,TREATMENT_FOR,{}
Swertia franchetiana,20887,TREATMENT_FOR,{}
Swertia franchetiana,2267,TREATMENT_FOR,{}
Swertia franchetiana,2317,TREATMENT_FOR,{}
Swertia franchetiana,2353,TREATMENT_FOR,{}
Swertia franchetiana,2405;14032,TREATMENT_FOR,{}
Swertia franchetiana,2475,TREATMENT_FOR,{}
Swertia franchetiana,2479,TREATMENT_FOR,{}
Swertia franchetiana,3068,TREATMENT_FOR,{}
Swertia franchetiana,18571,TREATMENT_FOR,{}
Swertia franchetiana,3263,TREATMENT_FOR,{}
Swertia franchetiana,3476,TREATMENT_FOR,{}
Swertia franchetiana,3587,TREATMENT_FOR,{}
Swertia franchetiana,4061,TREATMENT_FOR,{}
Swertia franchetiana,4302,TREATMENT_FOR,{}
Swertia franchetiana,8135,TREATMENT_FOR,{}
Swertia franchetiana,4306,TREATMENT_FOR,{}
Swertia franchetiana,4827,TREATMENT_FOR,{}
Swertia franchetiana,4872,TREATMENT_FOR,{}
Swertia franchetiana,5318,TREATMENT_FOR,{}
Swertia franchetiana,5361,TREATMENT_FOR,{}
Swertia franchetiana,5456,TREATMENT_FOR,{}
Swertia franchetiana,5630,TREATMENT_FOR,{}
Swertia franchetiana,5644,TREATMENT_FOR,{}
Swertia franchetiana,5755;17439,TREATMENT_FOR,{}
Swertia franchetiana,5901;5902,TREATMENT_FOR,{}
Swertia franchetiana,6289,TREATMENT_FOR,{}
Swertia franchetiana,6406,TREATMENT_FOR,{}
Swertia franchetiana,15921,TREATMENT_FOR,{}
Swertia franchetiana,6801,TREATMENT_FOR,{}
Swertia franchetiana,7064;19001,TREATMENT_FOR,{}
Swertia franchetiana,7393;7394,TREATMENT_FOR,{}
Swertia franchetiana,13863,TREATMENT_FOR,{}
Swertia franchetiana,7770,TREATMENT_FOR,{}
Swertia franchetiana,7843,TREATMENT_FOR,{}
Swertia hickinii,1904,TREATMENT_FOR,{}
Swertia hickinii,2475,TREATMENT_FOR,{}
Swertia hickinii,5361,TREATMENT_FOR,{}
Swertia hickinii,6406,TREATMENT_FOR,{}
Swertia japonica,16089,TREATMENT_FOR,{}
Swertia japonica,1372,TREATMENT_FOR,{}
Swertia japonica,8119,TREATMENT_FOR,{}
Swertia japonica,1380,TREATMENT_FOR,{}
Swertia japonica,1412,TREATMENT_FOR,{}
Swertia japonica,1685,TREATMENT_FOR,{}
Swertia japonica,1712,TREATMENT_FOR,{}
Swertia japonica,1870,TREATMENT_FOR,{}
Swertia japonica,1890;13651,TREATMENT_FOR,{}
Swertia japonica,1904,TREATMENT_FOR,{}
Swertia japonica,2056,TREATMENT_FOR,{}
Swertia japonica,2245,TREATMENT_FOR,{}
Swertia japonica,2267,TREATMENT_FOR,{}
Swertia japonica,2317,TREATMENT_FOR,{}
Swertia japonica,2353,TREATMENT_FOR,{}
Swertia japonica,2475,TREATMENT_FOR,{}
Swertia japonica,2479,TREATMENT_FOR,{}
Swertia japonica,3068,TREATMENT_FOR,{}
Swertia japonica,3263,TREATMENT_FOR,{}
Swertia japonica,3476,TREATMENT_FOR,{}
Swertia japonica,8135,TREATMENT_FOR,{}
Swertia japonica,4306,TREATMENT_FOR,{}
Swertia japonica,4827,TREATMENT_FOR,{}
Swertia japonica,4872,TREATMENT_FOR,{}
Swertia japonica,5318,TREATMENT_FOR,{}
Swertia japonica,5361,TREATMENT_FOR,{}
Swertia japonica,5644,TREATMENT_FOR,{}
Swertia japonica,5755;17439,TREATMENT_FOR,{}
Swertia japonica,6289,TREATMENT_FOR,{}
Swertia japonica,6406,TREATMENT_FOR,{}
Swertia japonica,15921,TREATMENT_FOR,{}
Swertia japonica,6801,TREATMENT_FOR,{}
Swertia japonica,7393;7394,TREATMENT_FOR,{}
Swertia leduci,2221,TREATMENT_FOR,{}
Swertia leduci,2443,TREATMENT_FOR,{}
Swertia leduci,2637;2638,TREATMENT_FOR,{}
Swertia leduci,3401,TREATMENT_FOR,{}
Swertia leduci,4306,TREATMENT_FOR,{}
Swertia leduci,4955,TREATMENT_FOR,{}
Swertia leduci,6042,TREATMENT_FOR,{}
Swertia leduci,7468,TREATMENT_FOR,{}
Swertia leduci,9945;9946,TREATMENT_FOR,{}
Swertia leducii,2056,TREATMENT_FOR,{}
Swertia leducii,4872,TREATMENT_FOR,{}
Swertia leducii,5644,TREATMENT_FOR,{}
Swertia leducii,6406,TREATMENT_FOR,{}
Swertia macrosperma,2475,TREATMENT_FOR,{}
Swertia macrosperma,3896;3897,TREATMENT_FOR,{}
Swertia nervosa,4955,TREATMENT_FOR,{}
Swertia paniculata,985,TREATMENT_FOR,{}
Swertia paniculata,1380,TREATMENT_FOR,{}
Swertia paniculata,1412,TREATMENT_FOR,{}
Swertia paniculata,1904,TREATMENT_FOR,{}
Swertia paniculata,2056,TREATMENT_FOR,{}
Swertia paniculata,2475,TREATMENT_FOR,{}
Swertia paniculata,3068,TREATMENT_FOR,{}
Swertia paniculata,4827,TREATMENT_FOR,{}
Swertia paniculata,4872,TREATMENT_FOR,{}
Swertia paniculata,5318,TREATMENT_FOR,{}
Swertia paniculata,5361,TREATMENT_FOR,{}
Swertia paniculata,5755;17439,TREATMENT_FOR,{}
Swertia paniculata,6406,TREATMENT_FOR,{}
Swertia paniculata,7393;7394,TREATMENT_FOR,{}
Swertia petiolata,3369,TREATMENT_FOR,{}
Swertia petiolata,4955,TREATMENT_FOR,{}
Swertia pseudochinensis,16089,TREATMENT_FOR,{}
Swertia pseudochinensis,1380,TREATMENT_FOR,{}
Swertia pseudochinensis,2056,TREATMENT_FOR,{}
Swertia pseudochinensis,2317,TREATMENT_FOR,{}
Swertia pseudochinensis,2405;14032,TREATMENT_FOR,{}
Swertia pseudochinensis,2475,TREATMENT_FOR,{}
Swertia pseudochinensis,3476,TREATMENT_FOR,{}
Swertia pseudochinensis,8135,TREATMENT_FOR,{}
Swertia pseudochinensis,4827,TREATMENT_FOR,{}
Swertia pseudochinensis,4872,TREATMENT_FOR,{}
Swertia pseudochinensis,5318,TREATMENT_FOR,{}
Swertia pseudochinensis,5755;17439,TREATMENT_FOR,{}
Swertia pseudochinensis,6406,TREATMENT_FOR,{}
Swertia punctata,16089,TREATMENT_FOR,{}
Swertia punctata,2056,TREATMENT_FOR,{}
Swertia punctata,2479,TREATMENT_FOR,{}
Swertia punctata,4872,TREATMENT_FOR,{}
Swertia punctata,5644,TREATMENT_FOR,{}
Swertia punctata,6406,TREATMENT_FOR,{}
Swertia swertopsis,16089,TREATMENT_FOR,{}
Swertia swertopsis,1372,TREATMENT_FOR,{}
Swertia swertopsis,8119,TREATMENT_FOR,{}
Swertia swertopsis,1380,TREATMENT_FOR,{}
Swertia swertopsis,1412,TREATMENT_FOR,{}
Swertia swertopsis,1870,TREATMENT_FOR,{}
Swertia swertopsis,1890;13651,TREATMENT_FOR,{}
Swertia swertopsis,1904,TREATMENT_FOR,{}
Swertia swertopsis,2056,TREATMENT_FOR,{}
Swertia swertopsis,2198,TREATMENT_FOR,{}
Swertia swertopsis,2267,TREATMENT_FOR,{}
Swertia swertopsis,2317,TREATMENT_FOR,{}
Swertia swertopsis,2353,TREATMENT_FOR,{}
Swertia swertopsis,2405;14032,TREATMENT_FOR,{}
Swertia swertopsis,2475,TREATMENT_FOR,{}
Swertia swertopsis,3068,TREATMENT_FOR,{}
Swertia swertopsis,3263,TREATMENT_FOR,{}
Swertia swertopsis,3476,TREATMENT_FOR,{}
Swertia swertopsis,4302,TREATMENT_FOR,{}
Swertia swertopsis,8135,TREATMENT_FOR,{}
Swertia swertopsis,4306,TREATMENT_FOR,{}
Swertia swertopsis,4827,TREATMENT_FOR,{}
Swertia swertopsis,4872,TREATMENT_FOR,{}
Swertia swertopsis,4955,TREATMENT_FOR,{}
Swertia swertopsis,5318,TREATMENT_FOR,{}
Swertia swertopsis,5361,TREATMENT_FOR,{}
Swertia swertopsis,5755;17439,TREATMENT_FOR,{}
Swertia swertopsis,6289,TREATMENT_FOR,{}
Swertia swertopsis,6406,TREATMENT_FOR,{}
Swertia swertopsis,15921,TREATMENT_FOR,{}
Swertia swertopsis,6801,TREATMENT_FOR,{}
Swertia swertopsis,7393;7394,TREATMENT_FOR,{}
Swietenia macrophylla,4955,TREATMENT_FOR,{}
Swietenia mahagoni,2475,TREATMENT_FOR,{}
Swietenia mahagoni,4955,TREATMENT_FOR,{}
Swinglea glutinosa,16089,TREATMENT_FOR,{}
Swinglea glutinosa,1179,TREATMENT_FOR,{}
Swinglea glutinosa,1380,TREATMENT_FOR,{}
Swinglea glutinosa,1471,TREATMENT_FOR,{}
Swinglea glutinosa,1870,TREATMENT_FOR,{}
Swinglea glutinosa,1890;13651,TREATMENT_FOR,{}
Swinglea glutinosa,2056,TREATMENT_FOR,{}
Swinglea glutinosa,2267,TREATMENT_FOR,{}
Swinglea glutinosa,2317,TREATMENT_FOR,{}
Swinglea glutinosa,2475,TREATMENT_FOR,{}
