source,target,relationship,properties
Plihari Vatika,5155;15856,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Plihari Vatika,5100,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Bhrama""}"
Pootikaranja Swarasa,3750,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Krimi""}"
Prabhakara Vati,Maksika (Svarnamaksika Bhasma (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Calcined Chalcopyrite""}"
Prabhakara Vati,Lauha (Lauha Bhasma (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Calcined Lauha""}"
Prabhakara Vati,Abhra (Abhraka Bhasma (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Calcined Abhraka""}"
Prabhakara Vati,Tugaksara (VaÆsalocana (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""S. C."", ""pharmacopoeia_ref"": ""Bamboo manna""}"
Prabhakara Vati,Shilajatu (API) - Shuddha,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""- Shuddha""}"
Prabhakara Vati,Parthavari (Arjuna API) - Kvatha,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""170962-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Terminalia arjuna""}"
Prabhakara Vati,2678;21184,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatadhika Tamaka Swasa""}"
Prabhakara Vati,3722,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Hridroga""}"
Prabhakara Vati,1412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatadhika Tamaka Swasa""}"
Prabhanjana Vimardana Taila,Bala (API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""563600-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Sida cordifolia""}"
Prabhanjana Vimardana Taila,Shatavara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""531271-1"", ""quantity"": ""Root tuber"", ""pharmacopoeia_ref"": ""Asparagus racemosus""}"
Prabhanjana Vimardana Taila,Shigru API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""584736-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Moringa oleifera""}"
Prabhanjana Vimardana Taila,Varuna API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""147481-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Crataeva nurvala""}"
Prabhanjana Vimardana Taila,Arka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""1004515-2"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Calotropis procera""}"
Prabhanjana Vimardana Taila,Karanjaka (Karanja API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""515679-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Pongamia pinnata""}"
Prabhanjana Vimardana Taila,Eranda API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""355498-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Ricinus communis""}"
Prabhanjana Vimardana Taila,Koranta (Sahacara API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""46147-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Barleria prionitis""}"
Prabhanjana Vimardana Taila,Vajigandha (Asvagandha API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""821709-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Withania somnifera""}"
Prabhanjana Vimardana Taila,Prasarina API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""758897-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Paederia foetida""}"
Prabhanjana Vimardana Taila,Varistha Pancamula,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""NA"", ""pharmacopoeia_ref"": ""NA""}"
Prabhanjana Vimardana Taila,Bilva API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""770819-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Aegle marmelos""}"
Prabhanjana Vimardana Taila,Shyonaka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""110175-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Oroxylum indicum""}"
Prabhanjana Vimardana Taila,Gambhara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""77159191-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Gmelina arborea""}"
Prabhanjana Vimardana Taila,Patala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""110808-1"", ""quantity"": ""Stem bark"", ""pharmacopoeia_ref"": ""Stereospermum suaveolens""}"
Prabhanjana Vimardana Taila,Agnimantha API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""862313-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Clerodendrum phlomidis""}"
Prabhanjana Vimardana Taila,Jala API for decoction,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Potable Water""}"
Prabhanjana Vimardana Taila,Taila (Tila Taila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sesame oil""}"
Prabhanjana Vimardana Taila,Ksara (Godugdha API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Cow milk""}"
Prabhanjana Vimardana Taila,Dadhi (Godadhi (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Curd from cow milk""}"
Prabhanjana Vimardana Taila,Kanjika (API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sour gruel""}"
Prabhanjana Vimardana Taila,Tagara API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""860307-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Valeriana wallichii""}"
Prabhanjana Vimardana Taila,Amarakastha (Devadaru API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""676701-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Cedrus deodar""}"
Prabhanjana Vimardana Taila,Ela (Suksmaila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""796556-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Elettaria cardamomum""}"
Prabhanjana Vimardana Taila,Shuntha API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""798372-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Zingiber officinale""}"
Prabhanjana Vimardana Taila,Sarsapa API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""30076075-2"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Brassica campestris""}"
Prabhanjana Vimardana Taila,Coraka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""837632-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Angelica glauca""}"
Prabhanjana Vimardana Taila,Shatahva API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""837544-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Anethum sowa""}"
Prabhanjana Vimardana Taila,Kustha API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""242389-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Saussurea lappa""}"
Prabhanjana Vimardana Taila,Sindhuttha (Saindhava Lavana (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Rock salt""}"
Prabhanjana Vimardana Taila,Rasna API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""77124381-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Pluchea lanceolata""}"
Prabhanjana Vimardana Taila,Kalanusarika (Metha API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""523957-1"", ""quantity"": ""Seed"", ""pharmacopoeia_ref"": ""Trigonella foenum-graecum""}"
Prabhanjana Vimardana Taila,Vaca API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""84009-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Acorus calamus""}"
Prabhanjana Vimardana Taila,Citraka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""687109-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Plumbago zeylanica""}"
Prabhanjana Vimardana Taila,MaÆsa (JatamaÆsa API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""859418-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Nardostachys jatamansi""}"
Prabhanjana Vimardana Taila,Sarala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""677098-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Pinus roxburghii""}"
Prabhanjana Vimardana Taila,Katurohina (Katuka API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""808408-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Picrorhiza kurroa""}"
Prabhanjana Vimardana Taila,21352,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pristhasula""}"
Prabhanjana Vimardana Taila,2151;21359,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Antravriddhi""}"
Prabhanjana Vimardana Taila,21488,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatagulma""}"
Prabhanjana Vimardana Taila,21151,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatagulma""}"
Prabhanjana Vimardana Taila,2674,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Antravriddhi""}"
Prabhanjana Vimardana Taila,2683,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Mudhagarbha""}"
Prabhanjana Vimardana Taila,3133;3135,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Ardita""}"
Prabhanjana Vimardana Taila,26;21109,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vatavidradhi""}"
Prabhanjana Vimardana Taila,216;20947,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Antravriddhi""}"
Prabhanjana Vimardana Taila,21358,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Antravriddhi""}"
Prabhanjanam Taila,5876;21412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pakshaghat""}"
Prabhanjanam Taila,3797,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pakshaghat""}"
Pradarantaka rasa,9945;9946,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pradara""}"
Pradarari Lauha,2666,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kashtaartava With Heavy Bleeding""}"
Pradarari Lauha,4751,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shweta Pradara""}"
Prameha mihira taila,1757,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Daha""}"
Prameha mihira taila,10404,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Prameha mihira taila,7914;20962,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Prameha mihira taila,21081,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pipasa""}"
Prameha mihira taila,21274,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Prameha""}"
Prameha mihira taila,5155;15856,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Chardi""}"
Pranada gutika,2245,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Vibandha""}"
Pranada gutika,3870,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Raktasha""}"
Pranada gutika,21323,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Galagraha""}"
Pranada gutika,21358,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Sula""}"
Pranada gutika,11662;21295,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Mutrakrcchra""}"
Pranada gutika,11232;20930,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Amlapitta""}"
Pranada gutika,2674,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Mandagni""}"
Pranada gutika,2680,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Amlapitta""}"
Pranada gutika,2678;21184,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shvasa""}"
Pranada gutika,1179,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pandu""}"
Pranada gutika,1412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shvasa""}"
Pranada gutika,21488,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Gulma""}"
Pranada gutika,2282;21170,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kasa""}"
Prasaranyadi Kashaya,9947,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Avabahuka""}"
Prasaranyadi Kashaya,5876;21412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pakshaghat""}"
Prasaranyadi Kashaya,1762,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Avabahuka""}"
Prasaranyadi Kashaya,3797,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pakshaghat""}"
Prasarini Taila,Prasarana (Prasarina API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""758897-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Paederia foetida""}"
Prasarini Taila,Jala API for decoction,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Potable water""}"
Prasarini Taila,Taila (Tila Taila API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sesame oil""}"
Prasarini Taila,Dadhi (Godadhi (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Curd from cow milk""}"
Prasarini Taila,Kanjika (API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Sour gruel""}"
Prasarini Taila,Ksara (Godugdha API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Cow milk""}"
Prasarini Taila,Madhuka (Yasta API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""496941-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Glycyrrhiza glabra""}"
Prasarini Taila,Pippalamula (Pippala API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""682031-1"", ""quantity"": ""Stem"", ""pharmacopoeia_ref"": ""Piper longum""}"
Prasarini Taila,Citraka API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""687109-1"", ""quantity"": ""Root"", ""pharmacopoeia_ref"": ""Plumbago zeylanica""}"
Prasarini Taila,Saindhava (Saindhava Lavana (API)),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""NA"", ""quantity"": ""–"", ""pharmacopoeia_ref"": ""Rock salt""}"
Prasarini Taila,Vaca API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""84009-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Acorus calamus""}"
Prasarini Taila,Prasarina API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""758897-1"", ""quantity"": ""Whole plant"", ""pharmacopoeia_ref"": ""Paederia foetida""}"
Prasarini Taila,Devadaru API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""676701-1"", ""quantity"": ""Heart wood"", ""pharmacopoeia_ref"": ""Cedrus deodara""}"
Prasarini Taila,Rasna API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""77124381-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Pluchea lanceolata""}"
Prasarini Taila,Gajapippala API,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""88899-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Scindapsus officinalis""}"
Prasarini Taila,Bhallata (Bhallataka API) - Shuddha,INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""71196-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Semecarpus anacardium""}"
Prasarini Taila,Shatapuspa (Shatahva API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""837544-1"", ""quantity"": ""Fruit"", ""pharmacopoeia_ref"": ""Anethum sowa""}"
Prasarini Taila,MaÆsa (JatamaÆsa API),INGREDIENT_OF,"{""ingredient_name"": """", ""part_used"": ""859418-1"", ""quantity"": ""Rhizome"", ""pharmacopoeia_ref"": ""Nardostachys jatamansi""}"
Prasarini Taila,21017,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Khanja""}"
Prasarini Taila,7564,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Hanustambha""}"
Prasarini Taila,5901;5902,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pangutva""}"
Prasarini Taila,9054,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Katistambha""}"
Prasarini Taila,6785,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Gridhrasa""}"
Prasarini Taila,3133;3135,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Ardita""}"
Prasarini Taila,7071,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Katigraha""}"
Prasarini Taila,21381,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pristhastambha""}"
Prasarini Taila,9947,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Avabahuka""}"
Prasarini Taila,1762,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Avabahuka""}"
Prasarini Taila,4546;17371,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kaubja""}"
Pratapalankeswara rasa,3870,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arśa""}"
Pratapalankeswara rasa,2637;2638,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisāra""}"
Pratapalankeswara rasa,2504,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisāra""}"
Pratapalankeswara rasa,20710,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Arśa""}"
Pratapalankeswara rasa,4952,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Grahani""}"
Pratisarana,7117,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Mukhapaka""}"
Praval Pisthi,2407,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Dengue""}"
Pravala Bhasma,11232;20930,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Amlapitta""}"
Pravala Bhasma,2680,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Amlapitta""}"
Pravala panchamrita rasa,2678;21184,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shwasa""}"
Pravala panchamrita rasa,7053,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Pliha Roga""}"
Pravala panchamrita rasa,1412,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Shwasa""}"
Pravala panchamrita rasa,2674,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Agnimandya""}"
Pravala panchamrita rasa,21488,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Gulma""}"
Pravala panchamrita rasa,20991,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Ajirna""}"
Pravala panchamrita rasa,21329,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Anaha""}"
Pravala panchamrita rasa,2282;21170,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Kasa""}"
Pravala panchamrita rasa,4952,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Grahani""}"
Pravala panchamrita rasa,3722,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Hridroga""}"
Pravala panchamrita rasa,2637;2638,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisara""}"
Pravala panchamrita rasa,2675,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Ajirna""}"
Pravala panchamrita rasa,2504,ASSOCIATED_WITH,"{""Source_db"": ""Ayurvedic Standard Treatment Guidelines"", ""Ayurvedic_term"": ""Atisara""}"
