id,label,name,attributes
15711,Disease,Mandibuloacral Dysplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15713,Disease,Mandibuloacral Dysplasia Type A Lipodystrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15712,Disease,Mandibuloacral Dysplasia Type B Lipodystrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
4988,Disease,Mandibulofacial Dysostosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20345,Disease,Mandibulofacial Dysostosis With Alopecia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20125,Disease,"Mandibulofacial Dysostosis, Guion-Almeida Type","{""symptoms"": """", ""no_of_symptoms"": 0}"
10111,Disease,Manganese Poisoning,"{""symptoms"": """", ""no_of_symptoms"": 0}"
631,Disease,Mania,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11221,Disease,Mannosidase Deficiency Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
4996,Disease,Mansonelliasis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14561,Disease,Maple Bark Strippers' Lung,"{""symptoms"": """", ""no_of_symptoms"": 0}"
4997,Disease,Maple Syrup Urine Disease,"{""symptoms"": """", ""no_of_symptoms"": 1}"
5003,Disease,Marburg Virus Disease,"{""symptoms"": """", ""no_of_symptoms"": 11}"
11909,Disease,Marchiafava-Bignami Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5006,Disease,Marek Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5011,Disease,Marfan Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18748,Disease,Marginal Corneal Ulcer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
234,Disease,Margins Of Excision,"{""symptoms"": """", ""no_of_symptoms"": 0}"
1793,Disease,Marijuana Abuse,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20300,Disease,Marinesco-Sjogren Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 2}"
15874,Disease,Marsili Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12708,Disease,Masked Hypertension,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21148,Disease,Mass In Chest,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11339;21005,Disease,Massive Hepatic Necrosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
669,Disease,Mast Cell Activation Disorders,"{""symptoms"": """", ""no_of_symptoms"": 0}"
663,Disease,Mast Cell Activation Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14106,Disease,Mast Cell Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
6759,Disease,Mast-Cell Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20702,Disease,Masters-Allen Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5018,Disease,Mastitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5020,Disease,"Mastitis, Bovine","{""symptoms"": """", ""no_of_symptoms"": 0}"
11117,Disease,Mastocytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11962,Disease,"Mastocytoma, Skin","{""symptoms"": """", ""no_of_symptoms"": 0}"
5021,Disease,Mastocytosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11111,Disease,"Mastocytosis, Cutaneous","{""symptoms"": """", ""no_of_symptoms"": 0}"
11115,Disease,"Mastocytosis, Systemic","{""symptoms"": """", ""no_of_symptoms"": 0}"
12687,Disease,Mastodynia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5023,Disease,Mastoiditis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12920,Disease,Maternal Death,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15562,Disease,Mature B-Cell Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13657,Disease,Mature Cataract,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13454,Disease,Mature Gastric Teratoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15555,Disease,Mature T-Cell And Nk-Cell Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13934,Disease,Mature Teratoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18381,Disease,Mature Teratoma Of The Ovary,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17248,Disease,Maturity-Onset Diabetes Of The Young,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17253,Disease,Maturity-Onset Diabetes Of The Young Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17257,Disease,Maturity-Onset Diabetes Of The Young Type 10,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17256,Disease,Maturity-Onset Diabetes Of The Young Type 11,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17255,Disease,Maturity-Onset Diabetes Of The Young Type 13,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17254,Disease,Maturity-Onset Diabetes Of The Young Type 14,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17252,Disease,Maturity-Onset Diabetes Of The Young Type 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17250,Disease,Maturity-Onset Diabetes Of The Young Type 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17251,Disease,Maturity-Onset Diabetes Of The Young Type 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17249,Disease,Maturity-Onset Diabetes Of The Young Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17259,Disease,Maturity-Onset Diabetes Of The Young Type 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17260,Disease,Maturity-Onset Diabetes Of The Young Type 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17258,Disease,Maturity-Onset Diabetes Of The Young Type 9,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5026,Disease,Maxillary Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5028,Disease,Maxillary Fractures,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5031,Disease,Maxillary Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13269,Disease,Maxillary Sinus Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19797,Disease,Maxillary Sinus Adenoid Cystic Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13268,Disease,Maxillary Sinus Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13556,Disease,Maxillary Sinus Cholesteatoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18592,Disease,Maxillary Sinus Inverted Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5037,Disease,Maxillary Sinus Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18593,Disease,Maxillary Sinus Schneiderian Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13267,Disease,Maxillary Sinus Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8357,Disease,Maxillary Sinusitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10012,Disease,Maxillofacial Abnormalities,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5044,Disease,Maxillofacial Injuries,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12892,Disease,May-Thurner Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20233,Disease,Mayer-Rokitansky-Kuster-Hauser Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20235,Disease,Mayer-Rokitansky-Kuster-Hauser Syndrome Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20234,Disease,Mayer-Rokitansky-Kuster-Hauser Syndrome Type 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15574,Disease,Mcd Diffuse Large B-Cell Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5046,Disease,Measles,"{""symptoms"": """", ""no_of_symptoms"": 3}"
19653,Disease,Mechanical Ectropion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19658,Disease,Mechanical Entropion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19656,Disease,Mechanical Lagophthalmos,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5047,Disease,Meckel Diverticulum,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14683,Disease,Meckel Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14691,Disease,Meckel Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14684,Disease,Meckel Syndrome 13,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14690,Disease,Meckel Syndrome 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14689,Disease,Meckel Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14688,Disease,Meckel Syndrome 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14687,Disease,Meckel Syndrome 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14686,Disease,Meckel Syndrome 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14685,Disease,Meckel Syndrome 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19441,Disease,Meckel'S Diverticulitis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
17984,Disease,Meckel'S Diverticulum Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5051,Disease,Meconium Aspiration Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
282,Disease,Meconium Ileus,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12632,Disease,Medial Tibial Stress Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
286,Disease,Median Arcuate Ligament Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10585;19403,Disease,Median Neuropathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17074,Disease,Median Rhomboid Glossitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5056,Disease,Mediastinal Cyst,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5058,Disease,Mediastinal Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5059,Disease,Mediastinal Emphysema,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13984,Disease,Mediastinal Granular Cell Myoblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19741,Disease,Mediastinal Gray Zone Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20195,Disease,Mediastinal Lipomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13291,Disease,Mediastinal Maligt Lymphoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17998,Disease,Mediastinal Melanocytic Neurilemmoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19745,Disease,Mediastinal Mesenchymal Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5061,Disease,Mediastinal Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13982,Disease,Mediastinal Neurilemmoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19713,Disease,Mediastinal Osteogenic Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13983,Disease,Mediastinal Psammomatous Neurilemmoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5063,Disease,Mediastinitis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
15478,Disease,Mediastinum Angiosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19749,Disease,Mediastinum Ganglioneuroblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18620,Disease,Mediastinum Leiomyoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20851,Disease,Mediastinum Leiomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19781,Disease,Mediastinum Liposarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19750,Disease,Mediastinum Neuroblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19748,Disease,Mediastinum Neurofibroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19458,Disease,Mediastinum Rhabdomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19712,Disease,Mediastinum Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13904,Disease,Mediastinum Seminoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18655,Disease,Mediastinum Synovial Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19744,Disease,Mediastinum Teratoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
204,Disease,Medically Unexplained Symptoms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20351,Disease,Mednik Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18729,Disease,Medullary Colon Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
4507,Disease,Medullary Sponge Kidney,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17790,Disease,Medulloadrenal Hyperfunction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5064,Disease,Medulloblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17862,Disease,Medulloblastoma Non-Wnt/Non-Shh,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17864,Disease,Medulloblastoma Non-Wnt/Non-Shh Group 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17863,Disease,Medulloblastoma Non-Wnt/Non-Shh Group 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17865,Disease,Medulloblastoma Shh Activated,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17867,Disease,Medulloblastoma Shh Activated And Tp53 Mutant,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17866,Disease,Medulloblastoma Shh Activated And Tp53 Wild-Type,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17868,Disease,Medulloblastoma Wnt Activated,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17143,Disease,Meesmann Corneal Dystrophy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17142,Disease,Meesmann Corneal Dystrophy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19688,Disease,Meester-Loeys Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16367,Disease,Mega-Corpus-Callosum Syndrome With Cerebellar Hypoplasia And Cortical Malformations,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5070,Disease,Megacolon,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5071,Disease,"Megacolon, Toxic","{""symptoms"": """", ""no_of_symptoms"": 0}"
17421,Disease,Megaconial Type Congenital Muscular Dystrophy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19920,Disease,Megalencephalic Leukoencephalopathy With Subcortical Cysts 2A,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19921,Disease,Megalencephalic Leukoencephalopathy With Subcortical Cysts 2B,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12596,Disease,Megalencephaly,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18785,Disease,Megalocornea,"{""symptoms"": """", ""no_of_symptoms"": 0}"
432,Disease,Meibomian Gland Dysfunction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
774,Disease,Meibomitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20123,Disease,Meier-Gorlin Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20122,Disease,Meier-Gorlin Syndrome 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20121,Disease,Meier-Gorlin Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20120,Disease,Meier-Gorlin Syndrome 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20119,Disease,Meier-Gorlin Syndrome 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20117,Disease,Meier-Gorlin Syndrome 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20118,Disease,Meier-Gorlin Syndrome 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20124,Disease,Meier-Gorlin Syndrome 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5072,Disease,Meige Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5074,Disease,Meigs Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20643,Disease,Melanoacanthoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5081,Disease,Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19474,Disease,Melanoma In Congenital Melanocytic Nevus,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9658,Disease,"Melanoma, Amelanotic","{""symptoms"": """", ""no_of_symptoms"": 0}"
869,Disease,"Melanoma, Cutaneous Malignant","{""symptoms"": """", ""no_of_symptoms"": 0}"
5086,Disease,"Melanoma, Experimental","{""symptoms"": """", ""no_of_symptoms"": 0}"
19465,Disease,Melanomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5090,Disease,Melanosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17997,Disease,Melanotic Neurilemmoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13286,Disease,Melanotic Psammomatous Maligt Peripheral Nerve Sheath Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9106,Disease,Melas Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 5}"
5091;20985,Disease,Melena,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5093,Disease,Melioidosis,"{""symptoms"": """", ""no_of_symptoms"": 2}"
5094,Disease,Melkersson-Rosenthal Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14597,Disease,Melon Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5097,Disease,Melorheostosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14796,Disease,Melphalan Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5098,Disease,Memory Disorders,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21595,Disease,Memory Impairment,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21583,Disease,Memory Loss,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16976,Disease,Mend Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5100,Disease,Meniere Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12120,Disease,Meningeal Carcinomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20681,Disease,Meningeal Melanocytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18719,Disease,Meningeal Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17958,Disease,Meningeal Melanomatosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5101,Disease,Meningeal Neoplasms,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18650,Disease,Meninges Hemangiopericytoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13761,Disease,Meninges Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5103,Disease,Meningioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5107,Disease,Meningism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21371,Disease,Meningismus,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5109;21406,Disease,Meningitis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
5110,Disease,"Meningitis, Aseptic","{""symptoms"": """", ""no_of_symptoms"": 1}"
8989,Disease,"Meningitis, Bacterial","{""symptoms"": """", ""no_of_symptoms"": 0}"
8984,Disease,"Meningitis, Cryptococcal","{""symptoms"": """", ""no_of_symptoms"": 0}"
10765,Disease,"Meningitis, Escherichia Coli","{""symptoms"": """", ""no_of_symptoms"": 0}"
8993,Disease,"Meningitis, Fungal","{""symptoms"": """", ""no_of_symptoms"": 0}"
5111,Disease,"Meningitis, Haemophilus","{""symptoms"": """", ""no_of_symptoms"": 0}"
5116,Disease,"Meningitis, Listeria","{""symptoms"": """", ""no_of_symptoms"": 0}"
5121,Disease,"Meningitis, Meningococcal","{""symptoms"": """", ""no_of_symptoms"": 0}"
5126,Disease,"Meningitis, Pneumococcal","{""symptoms"": """", ""no_of_symptoms"": 0}"
5131,Disease,"Meningitis, Viral","{""symptoms"": """", ""no_of_symptoms"": 0}"
5135;20730,Disease,Meningocele,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5138,Disease,Meningococcal Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5139;5145,Disease,Meningoencephalitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5146,Disease,Meningomyelocele,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18924,Disease,Meningovascular Neurosyphilis,"{""symptoms"": """", ""no_of_symptoms"": 9}"
4510,Disease,Menkes Kinky Hair Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5148,Disease,"Menopause, Premature","{""symptoms"": """", ""no_of_symptoms"": 0}"
5150;21571,Disease,Menorrhagia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5154,Disease,Menstruation Disturbances,"{""symptoms"": """", ""no_of_symptoms"": 0}"
3192,Disease,Mental Fatigue,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14782,Disease,Mepivacaine Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5157,Disease,Mercury Poisoning,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10419,Disease,"Mercury Poisoning, Nervous System","{""symptoms"": """", ""no_of_symptoms"": 0}"
19488,Disease,Merkel Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14816,Disease,Meropenem Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9115,Disease,Merrf Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15762,Disease,Mesangial Proliferative Glomerulonephritis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17882,Disease,Mesenchymal Cell Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5158,Disease,Mesenchymoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5159,Disease,Mesenteric Cyst,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13060,Disease,Mesenteric Ischemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5161,Disease,Mesenteric Lymphadenitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5163,Disease,Mesenteric Vascular Occlusion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5166,Disease,Mesial Movement Of Teeth,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17748,Disease,Mesocestoidiasis,"{""symptoms"": """", ""no_of_symptoms"": 4}"
11462,Disease,Mesomycetozoea Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5167,Disease,Mesonephroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5168,Disease,Mesothelioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9506,Disease,"Mesothelioma, Cystic","{""symptoms"": """", ""no_of_symptoms"": 0}"
608,Disease,"Mesothelioma, Malignant","{""symptoms"": """", ""no_of_symptoms"": 0}"
16964,Disease,Metabolic Acidosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5170,Disease,Metabolic Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20509,Disease,Metabolic Dysfunction And Alcohol Associated Liver Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20508,Disease,Metabolic Dysfunction-Associated Steatohepatitis,"{""symptoms"": """", ""no_of_symptoms"": 1}"
13039,Disease,Metabolic Side Effects Of Drugs And Substances,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10942,Disease,Metabolic Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5171,Disease,"Metabolism, Inborn Errors","{""symptoms"": """", ""no_of_symptoms"": 0}"
18518,Disease,Metachronous Kidney Wilms' Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18689,Disease,Metachronous Osteosarcoma Of The Bone,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14729,Disease,Metal Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5173,Disease,"Metal Metabolism, Inborn Errors","{""symptoms"": """", ""no_of_symptoms"": 0}"
18472,Disease,Metanephric Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15675,Disease,Metaphyseal Dysplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15647,Disease,Metaphyseal Dysplasia-Maxillary Hypoplasia-Brachydactyly Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5175,Disease,Metaplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
94,Disease,Metatarsal Valgus,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11131,Disease,Metatarsalgia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
95,Disease,Metatarsus Varus,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19538,Disease,Metatypical Basal Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5176,Disease,Methemoglobinemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17165,Disease,Methemoglobinemia And Ambiguous Genitalia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19742,Disease,Methotrexate-Associated Lymphoproliferation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14811,Disease,Methyl Isocyanate Allergic Asthma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19202,Disease,Methylmalonic Acidemia And Homocysteinemia Cblx Type,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19204,Disease,Methylmalonic Acidemia Cbla Type,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19203,Disease,Methylmalonic Acidemia Cblb Type,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19205,Disease,Methylmalonic Acidemia Due To Transcobalamin Receptor Defect,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19192,Disease,Methylmalonic Aciduria And Homocystinuria Type Cblc,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19209,Disease,Methylmalonic Aciduria And Homocystinuria Type Cbld,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19207,Disease,Methylmalonic Aciduria And Homocystinuria Type Cble,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19208,Disease,Methylmalonic Aciduria And Homocystinuria Type Cblf,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19206,Disease,Methylmalonic Aciduria And Homocystinuria Type Cblg,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5177;21572,Disease,Metrorrhagia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11830,Disease,Mevalonate Kinase Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13330,Disease,Mhc Class I Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
164,Disease,Microaneurysm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20925,Disease,Microangiopathic Hemolytic Anemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20920,Disease,Microangiopathy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5180,Disease,Microcephaly,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20317,Disease,Microcephaly And Chorioretinopathy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20315,Disease,Microcephaly And Chorioretinopathy 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20314,Disease,Microcephaly And Chorioretinopathy 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20275,Disease,"Microcephaly, Growth Deficiency, Seizures, And Brain Malformations","{""symptoms"": """", ""no_of_symptoms"": 0}"
16207,Disease,"Microcephaly, Seizures, And Developmental Delay","{""symptoms"": """", ""no_of_symptoms"": 0}"
15650,Disease,"Microcephaly, Short Stature, And Limb Abnormalities","{""symptoms"": """", ""no_of_symptoms"": 0}"
20266,Disease,Microcephaly-Micromelia Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
