id,label,name,attributes
18308,Disease,Microcystic Variant Infiltrating Bladder Urothelial Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17577,Disease,Microglandular Adenosis Of Breast,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5184,Disease,Micrognathism,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19560,Disease,Microinvasive Cervical Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19589,Disease,Microinvasive Gastric Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19267,Disease,Microlissencephaly,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19535,Disease,Micronodular Basal Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11370,Disease,"Micronuclei, Chromosome-Defective","{""symptoms"": """", ""no_of_symptoms"": 0}"
18303,Disease,Micropapillary Variant Infiltrating Bladder Urothelial Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19792,Disease,Micropapillomatosis Labialis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20326,Disease,Microphthalmia With Limb Anomalies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5190,Disease,Microphthalmos,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11788,Disease,Microsatellite Instability,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17674,Disease,Microscopic Breast Papilloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12139,Disease,Microscopic Polyangiitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8950,Disease,Microsporidiosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5192,Disease,Microstomia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
111,Disease,"Microtrauma, Physical","{""symptoms"": """", ""no_of_symptoms"": 0}"
9228,Disease,Microvascular Angina,"{""symptoms"": """", ""no_of_symptoms"": 0}"
246,Disease,Microvascular Rarefaction,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18711,Disease,Middle Cranial Fossa Meningioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17717,Disease,Middle Ear Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13424,Disease,Middle Ear Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17714,Disease,Middle Ear Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17715,Disease,Middle Ear Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13421,Disease,Middle Ear Cholesterol Granuloma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13422,Disease,Middle Ear Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17716,Disease,Middle Ear Squamous Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20892,Disease,Middle East Respiratory Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 1}"
5195,Disease,Middle Lobe Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 3}"
15683,Disease,Midface Dysplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20386,Disease,"Midface Hypoplasia, Hearing Impairment, Elliptocytosis, And Nephrocalcinosis","{""symptoms"": """", ""no_of_symptoms"": 0}"
18542,Disease,Midline Cystocele,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5196,Disease,Migraine Disorders,"{""symptoms"": """", ""no_of_symptoms"": 1}"
10502,Disease,Migraine With Aura,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10503,Disease,Migraine Without Aura,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5197,Disease,Mikulicz' Disease,"{""symptoms"": """", ""no_of_symptoms"": 1}"
21180,Disease,Mild Bronchitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15949,Disease,Mild Cognitive Impairment,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21698,Disease,Mild Conjunctivitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21407,Disease,Mild Encephalitis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21631,Disease,Mild Fever,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20932,Disease,Mild Hypotension,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20587,Disease,Mild Pre-Eclampsia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21443,Disease,Mild Tetanic Convulsion,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5198,Disease,Miliaria,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19513,Disease,Miliaria Crystallina,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19514,Disease,Miliaria Profunda,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19515,Disease,Miliaria Pustulosa,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8687,Disease,Milk Hypersensitivity,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9743,Disease,Milk Sickness,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10018,Disease,Miller Fisher Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17440,Disease,Mineral Metabolism Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11193,Disease,"Mineralocorticoid Excess Syndrome, Apparent","{""symptoms"": """", ""no_of_symptoms"": 0}"
11708,Disease,Mink Viral Enteritis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
639,Disease,Minoca,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14936,Disease,Minor Vestibular Glands Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
8530;21690,Disease,Miosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12426,Disease,Mirizzi Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15875,Disease,Mirror Agnosia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21568,Disease,Miscarriage,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20231,Disease,Mismatch Repair Cancer Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17531,Disease,Mitchell Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5199,Disease,Mite Infestations,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16809,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16810,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16808,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16807,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16806,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16805,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16804,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16803,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16802,Disease,Mitochondrial Complex Iii Deficiency Nuclear Type 9,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16778,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16773,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 10,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16772,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 11,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16771,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 12,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16786,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 13,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16770,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 14,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16769,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 15,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16768,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 16,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16767,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 17,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16783,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 18,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16782,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 19,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16789,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16781,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 20,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16780,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 21,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16779,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 22,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16784,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 23,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16777,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16776,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16788,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16775,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16774,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 8,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16787,Disease,Mitochondrial Complex Iv Deficiency Nuclear Type 9,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16791,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16793,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Mitochondrial Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16801,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16800,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16799,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16796,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16798,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 4A,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16797,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 4B,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16795,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 5,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16792,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 6,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16794,Disease,Mitochondrial Complex V (Atp Synthase) Deficiency Nuclear Type 7,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10985,Disease,Mitochondrial Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16818,Disease,Mitochondrial Dna Depletion Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16824,Disease,Mitochondrial Dna Depletion Syndrome 11,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16823,Disease,Mitochondrial Dna Depletion Syndrome 12A,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16821,Disease,Mitochondrial Dna Depletion Syndrome 12B,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16822,Disease,Mitochondrial Dna Depletion Syndrome 13,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16820,Disease,Mitochondrial Dna Depletion Syndrome 14,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16819,Disease,Mitochondrial Dna Depletion Syndrome 15,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16831,Disease,Mitochondrial Dna Depletion Syndrome 16,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16830,Disease,Mitochondrial Dna Depletion Syndrome 16B,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16829,Disease,Mitochondrial Dna Depletion Syndrome 17,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16828,Disease,Mitochondrial Dna Depletion Syndrome 18,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16827,Disease,Mitochondrial Dna Depletion Syndrome 19,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16826,Disease,Mitochondrial Dna Depletion Syndrome 20,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16825,Disease,Mitochondrial Dna Depletion Syndrome 4B,"{""symptoms"": """", ""no_of_symptoms"": 1}"
16832,Disease,Mitochondrial Dna Depletion Syndrome-21,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9098,Disease,Mitochondrial Encephalomyopathies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9103,Disease,Mitochondrial Myopathies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17740,Disease,Mitochondrial Nonsyndromic Sensorineural Deafness,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16811,Disease,Mitochondrial Pyruvate Carrier Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16834,Disease,Mitochondrial Short-Chain Enoyl-Coa Hydratase 1 Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16966,Disease,Mitochondrial Trifunctional Protein Deficiency 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16967,Disease,Mitochondrial Trifunctional Protein Deficiency 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16977,Disease,Mitochondrial Type Mitochondrial Complex I Deficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
16978,Disease,Mitochondrial Type Mitochondrial Complex I Deficiency 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20846,Disease,Mitral Valve Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5200,Disease,Mitral Valve Insufficiency,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5201,Disease,Mitral Valve Prolapse,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5202,Disease,Mitral Valve Stenosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15719,Disease,Miura Type Epiphyseal Chondrodysplasia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14141,Disease,Mixed Astrocytoma-Ependymoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14142,Disease,Mixed Astrocytoma-Ependymoma-Oligodendroglioma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20699,Disease,Mixed Cell Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17232,Disease,Mixed Cell Type Adenoma Of Parathyroid,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18517,Disease,Mixed Cell Type Kidney Wilms' Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14314,Disease,Mixed Cell Uveal Melanoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20561,Disease,Mixed Cerebral Palsy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5203,Disease,Mixed Connective Tissue Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
799,Disease,Mixed Dementias,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14464,Disease,Mixed Ductal-Endocrine Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19819,Disease,Mixed Endometrial Stromal And Smooth Muscle Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13349,Disease,Mixed Eosinophil-Basophil Adenoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17891,Disease,Mixed Epithelial Stromal Tumour,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13199,Disease,Mixed Epithelial Tumor Of Ovary,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17604,Disease,Mixed Epithelial/Mesenchymal Metaplastic Breast Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18349,Disease,Mixed Extragonadal Germ Cell Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15386,Disease,Mixed Fibrolamellar Hepatocellular Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18348,Disease,Mixed Germ Cell Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17893,Disease,Mixed Germ Cell-Sex Cord Neoplasm,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15381,Disease,Mixed Hepatoblastoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21290,Disease,Mixed Incontinence (Female) (Male),"{""symptoms"": """", ""no_of_symptoms"": 0}"
18182,Disease,Mixed Lacrimal Gland Cancer,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19783,Disease,Mixed Liposarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15365,Disease,Mixed Malaria,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14633,Disease,Mixed Mineral Dust Pneumoconiosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13959,Disease,Mixed Mucinous And Nonmucinous Bronchioloalveolar Adenocarcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15494,Disease,Mixed Phenotype Acute Leukemia With Bcr-Abl1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15493,Disease,Mixed Phenotype Acute Leukemia With Mll Rearranged,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15492,Disease,"Mixed Phenotype Acute Leukemia, B/Myeloid","{""symptoms"": """", ""no_of_symptoms"": 0}"
15491,Disease,"Mixed Phenotype Acute Leukemia, T/Myeloid","{""symptoms"": """", ""no_of_symptoms"": 0}"
15889,Disease,Mixed Receptive-Expressive Language Disorder,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13926,Disease,Mixed Testicular Germ Cell Tumor,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9391,Disease,"Mixed Tumor, Malignant","{""symptoms"": """", ""no_of_symptoms"": 0}"
9392,Disease,"Mixed Tumor, Mesodermal","{""symptoms"": """", ""no_of_symptoms"": 0}"
9394,Disease,"Mixed Tumor, Mullerian","{""symptoms"": """", ""no_of_symptoms"": 0}"
19456,Disease,Mixed Type Rhabdomyosarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18228,Disease,Mixed Type Thymoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19782,Disease,Mixed-Type Liposarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18920,Disease,Miyoshi Muscular Dystrophy 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19243,Disease,Mls Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11474,Disease,Mobility Limitation,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13162,Disease,Mobitz Type Ii Atrioventricular Block,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10509,Disease,Mobius Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 1}"
20924,Disease,Moderate Anemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
21684,Disease,Moderate Conjuctival Injection,"{""symptoms"": """", ""no_of_symptoms"": 0}"
827,Disease,Molar Hypomineralization,"{""symptoms"": """", ""no_of_symptoms"": 0}"
14611,Disease,Mollusc Allergy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5206,Disease,Molluscum Contagiosum,"{""symptoms"": """", ""no_of_symptoms"": 1}"
20840,Disease,Monckeberg Arteriosclerosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11451,Disease,Monckeberg Medial Calcific Sclerosis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11398,Disease,Mongolian Spot,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5209,Disease,Monieziasis,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12277,Disease,Monilethrix,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5213,Disease,Monkey Diseases,"{""symptoms"": """", ""no_of_symptoms"": 0}"
15318,Disease,Monoclonal Gammopathy Of Uncertain Significance,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5214,Disease,Monoclonal Gammopathy Of Undetermined Significance,"{""symptoms"": """", ""no_of_symptoms"": 0}"
17496,Disease,Monoclonal Paraproteinemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13335,Disease,"Monocyte, Dendritic Cell, And Nk Cell Deficiency","{""symptoms"": """", ""no_of_symptoms"": 0}"
15548,Disease,Monocytic Leukemia,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18387,Disease,Monodermal Teratoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13155,Disease,Monofixation Syndrome,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13650,Disease,Monogenic Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9757,Disease,Mononegavirales Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19398,Disease,Mononeuritis Of Lower Limb,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19404,Disease,Mononeuritis Of Upper Limb,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19402,Disease,Mononeuritis Of Upper Limb And Mononeuritis Multiplex,"{""symptoms"": """", ""no_of_symptoms"": 0}"
10584,Disease,Mononeuropathies,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18652,Disease,Monophasic Synovial Sarcoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5218,Disease,Monosomy,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5220,Disease,Monteggia'S Fracture,"{""symptoms"": """", ""no_of_symptoms"": 0}"
18750,Disease,Mooren'S Ulcer,"{""symptoms"": """", ""no_of_symptoms"": 1}"
11257,Disease,Moraxellaceae Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
9375,Disease,Morbillivirus Infections,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13654,Disease,Morgagni Cataract,"{""symptoms"": """", ""no_of_symptoms"": 0}"
12072,Disease,Morgellons Disease,"{""symptoms"": """", ""no_of_symptoms"": 0}"
11373,Disease,Morning Sickness,"{""symptoms"": """", ""no_of_symptoms"": 0}"
19532,Disease,Morpheaform Basal Cell Carcinoma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
5224,Disease,Morphine Dependence,"{""symptoms"": """", ""no_of_symptoms"": 0}"
13026,Disease,Morphological And Microscopic Findings,"{""symptoms"": """", ""no_of_symptoms"": 0}"
106,Disease,Morton Neuroma,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20291,Disease,Mosaic Variegated Aneuploidy Syndrome 1,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20290,Disease,Mosaic Variegated Aneuploidy Syndrome 2,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20289,Disease,Mosaic Variegated Aneuploidy Syndrome 3,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20293,Disease,Mosaic Variegated Aneuploidy Syndrome 4,"{""symptoms"": """", ""no_of_symptoms"": 0}"
20292,Disease,Mosaic Variegated Aneuploidy Syndrome 7 With Inflammation And Tumor Predisposition,"{""symptoms"": """", ""no_of_symptoms"": 0}"
